Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules,measureOutOfBagError,measureExtraArcs,measureMissingArcs,measureReversedArcs,measureDivergence,measureBayesScore,measureBDeuScore,measureMDLScore,measureAICScore,measureEntropyScore
stock,2,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01711291755E7,2335.0,260.0,118.0,142.0,0.0,45.38461538461539,54.61538461538461,0.0,0.21663483980479523,0.2892860084241249,0.38326029976468257,77.74034165401984,88.85031985815516,515.9133159356047,2544.451988535171,-2028.5386725995663,1.9842819843677104,9.78635380205835,-7.802071817690639,114.77670268730962,0.4414488564896524,5784.852083153346,0.38333333333333336,23.0,0.0,0.0,1.0,200.0,0.6166666666666667,37.0,1.0,0.38333333333333336,0.5542168674698795,0.5687600944220966,0.7419166666666667,0.5473604826546002,0.45384615384615384,0.250931480356333,0.749068519643667,0.5461538461538461,0.7678200178200179,0.45384615384615384,0.39144507629138936,0.3440096291103683,0.7004428382553034,0.4588013786015914,0.37675527664360703,0.45384615384615384,0.002,0.001,0.0,0.0,0.0,0.0,1684730.0,1358411.0,1215236.0,99.23076923076923,82.3076923076923,'Number of leaves: 2228\nSize of the tree: 2229\n',2229.0,2228.0,2228.0,?,?,?,?,?,?,?,?,?,?
stock,2,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01711291755E7,2335.0,260.0,111.0,149.0,0.0,42.69230769230769,57.30769230769231,0.0,0.17467351243102747,0.2996433865919949,0.39017393218014335,80.52779046308358,90.4582651661601,515.8430369686092,2559.437436940352,-2043.5943999717429,1.984011680648497,9.843990142078278,-7.8599784614297805,99.40985729540051,0.3823456049823097,5010.272639698367,0.23333333333333334,14.0,0.0,0.0,1.0,200.0,0.7666666666666667,46.0,1.0,0.23333333333333334,0.37837837837837834,0.43554781255215846,0.6933333333333334,0.4424242424242424,0.4269230769230769,0.2640017286084702,0.7359982713915298,0.573076923076923,0.7965700965700966,0.4269230769230769,0.3543784100481444,0.3198283431183211,0.6755478882142274,0.4293380883694787,0.3385429475148611,0.4269230769230769,0.002,0.0,0.0,0.0,0.0,0.0,1684730.0,1358411.0,1215236.0,99.23076923076923,84.42307692307692,'Number of leaves: 2228\nSize of the tree: 2229\n',2229.0,2228.0,2228.0,?,?,?,?,?,?,?,?,?,?
stock,2,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01711291755E7,2335.0,260.0,107.0,153.0,0.0,41.15384615384615,58.84615384615385,0.0,0.1506896109996157,0.31029943290114614,0.3943355827024752,83.39155419939684,91.42310585752689,515.8430369686092,431.2969947548553,84.54604221375394,1.984011680648497,1.658834595210982,0.3251770854375151,84.57172949441191,0.32527588267081503,4262.42863540886,0.21666666666666667,13.0,0.0,0.0,1.0,200.0,0.7833333333333333,47.0,1.0,0.21666666666666667,0.3561643835616438,0.4188539082916955,0.6690416666666666,0.4219068413391558,0.4115384615384615,0.2710890233362144,0.7289109766637857,0.5884615384615385,0.7946644844517186,0.4115384615384615,0.32901903024600426,0.29489735649509535,0.6541608911442652,0.40954020906948635,0.310171804203043,0.4115384615384615,0.002,0.0,0.0,0.01,0.0,10.0,1684730.0,1358411.0,1215236.0,100.0,87.40384615384616,'Number of leaves: 2228\nSize of the tree: 2229\n',2229.0,2228.0,2228.0,?,?,?,?,?,?,?,?,?,?
stock,2,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01711291755E7,2335.0,260.0,110.0,150.0,0.0,42.30769230769231,57.69230769230769,0.0,0.170548076309577,0.30195231428100827,0.39159709460639947,81.14830422529269,90.78821238587686,515.8430369686092,2562.205062946445,-2046.3620259778359,1.984011680648497,9.854634857486328,-7.87062317683783,96.91738137103725,0.372759159119374,4884.651456158836,0.26666666666666666,16.0,0.01,2.0,0.99,198.0,0.7333333333333333,44.0,0.8888888888888888,0.26666666666666666,0.41025641025641024,0.4260064336151292,0.6931666666666667,0.44653594771241834,0.4230769230769231,0.26394474533427725,0.7360552546657229,0.5769230769230769,0.7407961990285779,0.4230769230769231,0.35354035821213026,0.2962320480471751,0.6726766576173997,0.426580468692865,0.33742607843296424,0.4230769230769231,0.002,0.0,0.0,0.0,0.0,0.0,1684730.0,1358411.0,1215236.0,99.23076923076923,84.8076923076923,'Number of leaves: 2228\nSize of the tree: 2229\n',2229.0,2228.0,2228.0,?,?,?,?,?,?,?,?,?,?
stock,2,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01711291755E7,2335.0,260.0,101.0,159.0,0.0,38.84615384615385,61.15384615384615,0.0,0.11572192513368987,0.3193177949816068,0.4012946630470239,85.8151977851784,93.03650512180464,515.8430369686092,1515.1829840925127,-999.3399471239035,1.984011680648497,5.82762686189428,-3.8436151812457826,72.47537556988303,0.2787514444995501,3652.7704711477268,0.13333333333333333,8.0,0.005,1.0,0.995,199.0,0.8666666666666667,52.0,0.8888888888888888,0.13333333333333333,0.2318840579710145,0.2957821642396779,0.6313333333333333,0.34559275432637876,0.38846153846153847,0.28110198789974067,0.7188980121002593,0.6115384615384616,0.7658620319708186,0.38846153846153847,0.29634074217254947,0.25054911165090465,0.6339875301162325,0.38700428840591705,0.27593240767227445,0.38846153846153847,0.002,0.0,0.0,0.0,0.0,0.0,1684730.0,1358411.0,1215236.0,99.61538461538461,88.65384615384616,'Number of leaves: 2228\nSize of the tree: 2229\n',2229.0,2228.0,2228.0,?,?,?,?,?,?,?,?,?,?
stock,2,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01711291755E7,2336.0,259.0,124.0,135.0,0.0,47.87644787644788,52.12355212355212,0.0,0.2533313402237977,0.2862023655259965,0.379142416485417,76.92377534782413,87.91124165018832,513.7395660013217,1465.0235969448004,-951.2840309434787,1.9835504478815509,5.6564617642656385,-3.6729113163840874,120.24043315014984,0.46424877664150516,6059.981558901,0.35,21.0,0.0,0.0,1.0,199.0,0.65,39.0,1.0,0.35,0.5185185185185185,0.5409686301658623,0.7352596314907873,0.5268548310214977,0.47876447876447875,0.24085175128527486,0.7591482487147252,0.5212355212355212,0.7778492778492777,0.47876447876447875,0.4298189186846488,0.38518142707086356,0.7091283461960476,0.47468941931913355,0.41804167959697575,0.47876447876447875,0.002,0.0,0.0,0.0,0.0,0.0,1684730.0,1358480.0,1215167.0,99.61389961389962,82.04633204633204,'Number of leaves: 2228\nSize of the tree: 2229\n',2229.0,2228.0,2228.0,?,?,?,?,?,?,?,?,?,?
stock,2,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01711291755E7,2336.0,259.0,109.0,150.0,0.0,42.084942084942085,57.915057915057915,0.0,0.1692149776532729,0.3034670643525828,0.3925112061961946,81.52864575167867,90.9666024435982,514.2505964430147,2562.7062999620466,-2048.455703519032,1.9855235383900183,9.89461891877238,-7.909095380382363,94.59995868396767,0.3652508057296049,4768.254728442108,0.2833333333333333,17.0,0.010050251256281407,2.0,0.9899497487437185,197.0,0.7166666666666667,43.0,0.8947368421052632,0.2833333333333333,0.43037974683544306,0.44221400134581496,0.6967336683417086,0.4569866196232672,0.42084942084942084,0.2623603462630057,0.7376396537369944,0.5791505791505791,0.7726071936598252,0.42084942084942084,0.34559148657191946,0.30101619873968044,0.6700869145302447,0.42250895549422324,0.3289661205492519,0.42084942084942084,0.002,0.001,0.0,0.0,0.0,0.0,1684730.0,1358480.0,1215167.0,99.22779922779922,85.13513513513513,'Number of leaves: 2228\nSize of the tree: 2229\n',2229.0,2228.0,2228.0,?,?,?,?,?,?,?,?,?,?
stock,2,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01711291755E7,2336.0,259.0,119.0,140.0,0.0,45.945945945945944,54.054054054054056,0.0,0.22385376086305067,0.28303009467393053,0.3780907274916546,76.0681150858791,87.6634582100226,513.7947522828987,1463.5276593427293,-949.7329070598306,1.983763522327794,5.650685943408221,-3.666922421080427,121.80561895704939,0.47029196508513277,6138.937345115702,0.23728813559322035,14.0,0.005,1.0,0.995,199.0,0.7627118644067796,45.0,0.9333333333333333,0.23728813559322035,0.37837837837837834,0.4170878023630747,0.7095762711864407,0.4357546408393866,0.4594594594594595,0.24977019392273633,0.7502298060772638,0.5405405405405406,0.7856834209775386,0.4594594594594595,0.406117475635682,0.3651098161107077,0.7113071746776001,0.4724167038169627,0.39308720039441003,0.4594594594594595,0.002,0.0,0.0,0.0,0.0,0.0,1684730.0,1358480.0,1215167.0,99.61389961389962,81.46718146718146,'Number of leaves: 2228\nSize of the tree: 2229\n',2229.0,2228.0,2228.0,?,?,?,?,?,?,?,?,?,?
stock,2,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01711291755E7,2336.0,259.0,115.0,144.0,0.0,44.4015444015444,55.5984555984556,0.0,0.19965665236051505,0.2918652813772679,0.382348933328431,78.4426894212655,88.65075840619089,513.7947522828987,403.81931101496826,109.97544126793042,1.983763522327794,1.5591479189767115,0.4246156033510827,109.99981104792948,0.4247096951657509,5543.931008929238,0.3220338983050847,19.0,0.0,0.0,1.0,200.0,0.6779661016949152,40.0,1.0,0.3220338983050847,0.4871794871794871,0.5180362747152982,0.7271186440677966,0.5038520801232665,0.444015444015444,0.2575747660493424,0.7424252339506577,0.555984555984556,0.7982710903064886,0.444015444015444,0.37605627206467546,0.3398721880475228,0.6954746866184907,0.45820215932168123,0.3606102843235196,0.444015444015444,0.002,0.0,0.0,0.0,0.0,0.0,1684730.0,1358480.0,1215167.0,100.0,83.4942084942085,'Number of leaves: 2228\nSize of the tree: 2229\n',2229.0,2228.0,2228.0,?,?,?,?,?,?,?,?,?,?
stock,2,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01711291755E7,2336.0,259.0,112.0,147.0,0.0,43.24324324324324,56.75675675675676,0.0,0.18187678621312076,0.29457650794490353,0.38444441506344956,79.17136774364812,89.13661315519877,513.7947522828987,408.3386925832092,105.45605969968949,1.983763522327794,1.5765972686610394,0.4071662536667548,105.48044638771403,0.4072604107633746,5316.157473304614,0.2033898305084746,12.0,0.0,0.0,1.0,200.0,0.7966101694915254,47.0,1.0,0.2033898305084746,0.33802816901408456,0.40581784321196396,0.6873305084745762,0.42098242310106715,0.43243243243243246,0.26294090700870365,0.7370590929912965,0.5675675675675675,0.7967661985129234,0.43243243243243246,0.3637640408653487,0.3285550149381712,0.6888774010831521,0.4478710545449543,0.34828879057885936,0.43243243243243246,0.003,0.0,0.01,0.0,10.0,0.0,1684730.0,1358480.0,1215167.0,100.0,84.16988416988417,'Number of leaves: 2228\nSize of the tree: 2229\n',2229.0,2228.0,2228.0,?,?,?,?,?,?,?,?,?,?
stock,3,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01711291755E7,2335.0,260.0,117.0,143.0,0.0,45.0,55.0,0.0,0.21125206839492555,0.2841149767434561,0.37873046045565184,76.35072114748785,87.80017803088931,515.9133159356032,1466.1541081990756,-950.2407922634724,1.9842819843677049,5.639054262304137,-3.654772277936432,121.2983961746778,0.46653229297953,6113.551473123369,0.36666666666666664,22.0,0.01,2.0,0.99,198.0,0.6333333333333333,38.0,0.9166666666666666,0.36666666666666664,0.5238095238095238,0.519148404517794,0.7440833333333333,0.5228274190900755,0.45,0.25213483146067417,0.7478651685393258,0.55,0.7804573804573804,0.45,0.3820499199503775,0.33399878236662434,0.7131871806994875,0.4741851919793748,0.3676957338999673,0.45,0.002,0.0,0.01,0.0,10.0,0.0,1684730.0,1358411.0,1215236.0,99.61538461538461,81.53846153846153,'Number of leaves: 2228\nSize of the tree: 2229\n',2229.0,2228.0,2228.0,?,?,?,?,?,?,?,?,?,?
stock,3,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01711291755E7,2335.0,260.0,112.0,148.0,0.0,43.07692307692308,56.92307692307692,0.0,0.1805443161974531,0.2992623400867508,0.3872958369057037,80.4212989396183,89.7858687944771,515.9133159356032,415.903716568905,100.00959936669824,1.9842819843677049,1.599629679111173,0.3846523052565317,100.0343226707515,0.38474739488750576,5041.822480867569,0.25,15.0,0.0,0.0,1.0,200.0,0.75,45.0,1.0,0.25,0.4,0.45175395145262565,0.694375,0.4517937219730942,0.4307692307692308,0.26222990492653414,0.7377700950734659,0.5692307692307692,0.7970568561872909,0.4307692307692308,0.3599759406303608,0.32514771651126645,0.6781036448394191,0.4370895604866277,0.3440289809692795,0.4307692307692308,0.002,0.001,0.0,0.0,0.0,0.0,1684730.0,1358411.0,1215236.0,100.0,85.09615384615384,'Number of leaves: 2228\nSize of the tree: 2229\n',2229.0,2228.0,2228.0,?,?,?,?,?,?,?,?,?,?
stock,3,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01711291755E7,2335.0,260.0,111.0,149.0,0.0,42.69230769230769,57.30769230769231,0.0,0.17493717255185928,0.303232581123373,0.3911068044353439,81.48822884859374,90.66935629418808,515.9133159356032,1492.8303799875885,-976.9170640519852,1.9842819843677049,5.741655307644571,-3.757373323276866,94.61060683267193,0.3638869493564305,4768.4621810005865,0.2,12.0,0.0,0.0,1.0,200.0,0.8,48.0,1.0,0.2,0.33333333333333337,0.40160966445124946,0.6656666666666666,0.412029337029337,0.4269230769230769,0.2633837510803803,0.7366162489196197,0.573076923076923,0.77607783520827,0.4269230769230769,0.35575492402144626,0.31732610180303505,0.6685305266265607,0.42355005452988603,0.3390122788010112,0.4269230769230769,0.002,0.0,0.0,0.0,0.0,0.0,1684730.0,1358411.0,1215236.0,99.61538461538461,85.57692307692308,'Number of leaves: 2228\nSize of the tree: 2229\n',2229.0,2228.0,2228.0,?,?,?,?,?,?,?,?,?,?
